keyword	url	commit
clang workaround	 https://github.com/XZI-Project/android_build_soong/commit/7146d5f6e57e34e73d611f179805163982be086f	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>Signed-off-by: DennySPb <dennyspb@gmail.com>
clang workaround	 https://github.com/xu1119/torvalds-linux/commit/4eb0a7c8e195d4549221f9df3a0313254c493949	Merge tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slabPull slab fixes from Vlastimil Babka: - Build fix (workaround) for clang. - Fix a /proc/kcore based slabinfo script broken by struct slab changes   in 5.17-rc1.* tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slab:  tools/cgroup/slabinfo: update to work with struct slab  slab: remove __alloc_size attribute from __kmalloc_track_caller
clang workaround	 https://github.com/XBurst/Linux-XBurst/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
clang workaround	 https://github.com/xanmod/linux/commit/4eb0a7c8e195d4549221f9df3a0313254c493949	Merge tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slabPull slab fixes from Vlastimil Babka: - Build fix (workaround) for clang. - Fix a /proc/kcore based slabinfo script broken by struct slab changes   in 5.17-rc1.* tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slab:  tools/cgroup/slabinfo: update to work with struct slab  slab: remove __alloc_size attribute from __kmalloc_track_caller
clang workaround	 https://github.com/wowdev/noggit3/commit/51a1bc7fe471b125a0c2a732ef53705cdcf54223	cmake: explicitly check for windows-only compiler flags- clang workaround
clang workaround	 https://github.com/WopsS/RED4ext.SDK/commit/d7b201881f5f5ebeb3dbd6e3c4ae6cbd3528e3a7	Merge pull request #56 from jac3km4/clang-patchAdd a clang workaround
clang workaround	 https://github.com/WopsS/RED4ext.SDK/commit/c0ddec5bbf5e911b201befa0baa8b09a6ef24b03	Add a clang workaround
clang workaround	 https://github.com/woodsts/linux-stable/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
clang workaround	 https://github.com/wlav/cppyy-backend/commit/df9a5d6cc64d77b7d2df26337ec903330f4adb96	move clang printing workaround (allocator/char_traits) into meta
clang workaround	 https://github.com/WireGuard/wireguard-linux/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
clang workaround	 https://github.com/WireGuard/wireguard-linux/commit/4eb0a7c8e195d4549221f9df3a0313254c493949	Merge tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slabPull slab fixes from Vlastimil Babka: - Build fix (workaround) for clang. - Fix a /proc/kcore based slabinfo script broken by struct slab changes   in 5.17-rc1.* tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slab:  tools/cgroup/slabinfo: update to work with struct slab  slab: remove __alloc_size attribute from __kmalloc_track_caller
clang workaround	 https://github.com/WindstilleTeam/wstsound/commit/9b3870d84c946ee9a83fab839bf2f06eb0b4b902	Workaround -Wunreachable-code warning in clang-12 on MacOS
clang workaround	 https://github.com/WebKit/WebKit/commit/ecc8bcf73d9711e9d55e2a52f9aba3abfaa77848	Revert some structured binding workarounds with Clanghttps://bugs.webkit.org/show_bug.cgi?id=236098Reviewed by Sam Weinig.Revert structured bindings workarounds made in r288309, r261572, r249524 now that this is fixed in clang.Source/WebCore:* Modules/indexeddb/server/MemoryObjectStore.cpp:* Modules/indexeddb/server/SQLiteIDBBackingStore.cpp:* inspector/agents/InspectorNetworkAgent.cpp:Source/WebKit:* NetworkProcess/storage/StorageAreaBase.cpp:Canonical link: https://commits.webkit.org/246825@maingit-svn-id: https://svn.webkit.org/repository/webkit/trunk@289128 268f45cc-cd09-0410-ab3c-d52691b4dbfc
clang workaround	 https://github.com/webatintel/webtest/commit/9b0cb5bfea17d501dbe2a003b3cb8a6c037e786a	workaround unit test to keep it runnable on Windows (#10)* workaround unit test to keep it runnable on WindowsBazel build break origin karma tests and only runnable on WSL* Add auto format with clang-format* update
clang workaround	 https://github.com/WarheadCore/WarheadBand/commit/5d8b472ed72ebc2f78b5010a995ac1f7511f5be2	fix(Core/Misc): Remove Clang 7 workaround (#10521)
clang workaround	 https://github.com/wahahasunk/test/commit/c1de0bc28c5e1d03ad6d5a807288283598d31ed1	workaround for clang compilation
clang workaround	 https://github.com/wahahasunk/test/commit/aaac4c1bdee66b0053bf86895575e6177c61fb7b	Clang workaround for c++20 non-compliance
clang workaround	 https://github.com/wadesalazar/open-vds/commit/74408a481900b7055329bc2a4e7da915f8077997	Workaround clang warning
clang workaround	 https://github.com/Wabi-Studios/Blender/commit/88e774aa34c8ffd90c7bc7e71d3bc290d78b4f2d	Cleanup: workaround for unstable formatting in clang-formatRunning multiple times would re-indent differently.
clang workaround	 https://github.com/vsrinivas/fuchsia/commit/aecc939e427da9d8b58a9d556af69243c49572e6	[appmgr] Appease clang-tidyRemove obsolete workaround while I'm here.Fixed: 64385Change-Id: I2bb5e1f7c098fdd4dc72702d2a5346c43d18de93Reviewed-on: https://fuchsia-review.googlesource.com/c/fuchsia/+/670762Fuchsia-Auto-Submit: Tamir Duberstein <tamird@google.com>Reviewed-by: Shai Barack <shayba@google.com>Commit-Queue: Auto-Submit <auto-submit@fuchsia-infra.iam.gserviceaccount.com>
clang workaround	 https://github.com/vsrinivas/fuchsia/commit/2b4a448e38f1c9f5b0d581e1addb04a01dd2e92e	[starnix] Force generation of missing definesSystem header defines that are defined via calling a function are notgenerated by rust-bindings.This CL introduces a workaround by redefining these includes asconstants so that clang compute them and rust-bindings recognize them.Change-Id: I0c5a43cc6638a2c88d2a922d9ca9bcbcaca946b1Reviewed-on: https://fuchsia-review.googlesource.com/c/fuchsia/+/661346Reviewed-by: Adam Barth <abarth@google.com>Fuchsia-Auto-Submit: Benjamin Lerman <qsr@google.com>Commit-Queue: Auto-Submit <auto-submit@fuchsia-infra.iam.gserviceaccount.com>
clang workaround	 https://github.com/vsrinivas/fuchsia/commit/2956f19738b524808a0c609640edbbbb46d7489f	[kernel][x86] Remove <cpuid.h> inclusion workaroundPreviously, both GCC and Clang supplied <cpuid.h> without a multipleinclusion guard. This has since been fixed (as of GCC 11.2.1 and Clang14.0.0).Fixed: 64109Change-Id: I37a0f045890829eda7447c17be4c7b7f2fc41a53Reviewed-on: https://fuchsia-review.googlesource.com/c/fuchsia/+/650342Fuchsia-Auto-Submit: Joshua Seaton <joshuaseaton@google.com>Reviewed-by: Roland McGrath <mcgrathr@google.com>Commit-Queue: Joshua Seaton <joshuaseaton@google.com>
clang workaround	 https://github.com/voice-analyzer/voice-analyzer-ios/commit/d86dd4e336ffeb1dc9835601f902510dcc49661d	build using /usr/bin/clang since xcode toolchain doesn't workthe xcode toolchain's clang ($XCODE_APP_DIR/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/clang)complains about not finding libraries like libiconv and libSystem. other possible workarounds like setting or unsettingDYLD_FALLBACK_LIBRARY_PATH didn't work, so we use the /usr/bin/clang instead, which doesn't suffer such problems.
clang workaround	 https://github.com/vmware/concord-bft/commit/e94d6e6b79a5d77f0936700cc5ba9d6bd9b3f6b3	Clang-tidy: Remove clang-tidy workaround in CMakeWith the prior clang-tidy changes in place, we don't need the workaround inCMake anymore. It is a workaround because we overwrite clang-tidy'sconfiguration to only do a single/simple test. However, we don't want anychecks to be reported for some files. Now, we have .clang-tidy-ignore whichignores source files for real.
clang workaround	 https://github.com/Vignesh2107/sen6VW/commit/1e2b1238c6a03c941e81a422b7cebe5f3dd795fd	cbor: add a workaround for -ffreestanding being passed to clangToolchain CMake files for clang currently pass -ffreestanding optionto prevent clang from picking the wrong copy of stdint.h. This is atemporary hack until we fix clang distributions to not include theGCC version of stdint.h. This hack, however, results in setting__STDC_HOSTED__=0, which is being checked by cbor header files,making some required functions unavailable as a result.Undefine __STDC_HOSTED__ as a workaround. This flag is only passedwhen compiling cbor itself.
clang workaround	 https://github.com/VhalPurohit/katana/commit/603d688b631a3f9fbf7b1a63f5bfced3650cb9b9	Fix clang warnings when building with sanitizers (#432)* Fix clang warnings when building with sanitizers* Workarounds for the legacy version of Python (3.6)
clang workaround	 https://github.com/vesoft-inc/nebula-common/commit/13132322a6ab9d2173dabcfc6af4c8750c029382	Workaround to fix clang build on aarch64 (#557)
clang workaround	 https://github.com/vesoft-inc/nebula/commit/368acb844a0d2ed311f754659efed649bc08be9f	Workaround to fix clang build on aarch64 (#557)
clang workaround	 https://github.com/VelinPavlov/OpenSC/commit/2f145f58047ff8f5a0eab093d7fd71d678e21c54	Workaround for broken Ubuntu Focal imageshttps://travis-ci.community/t/clang-10-was-recently-broken-on-linux-unmet-dependencies-for-clang-10-clang-tidy-10-valgrind/11527
clang workaround	 https://github.com/vbuslov/linux/commit/4eb0a7c8e195d4549221f9df3a0313254c493949	Merge tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slabPull slab fixes from Vlastimil Babka: - Build fix (workaround) for clang. - Fix a /proc/kcore based slabinfo script broken by struct slab changes   in 5.17-rc1.* tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slab:  tools/cgroup/slabinfo: update to work with struct slab  slab: remove __alloc_size attribute from __kmalloc_track_caller
clang workaround	 https://github.com/VasiliyRyabtsev/quirrel-peg/commit/e35ed9c49749a2a2ec2566af72a5b513c5bd7729	Revert "clang 32 bit workaround and optimization"No need for this workaround anymoreThis reverts commit 1f7694bd3ec2a117f07ffec4353c0d1d00391958.
clang workaround	 https://github.com/val-verde/builders/commit/62b73c7b0dd8f2ff8b8352da110960ded091fb38	Add MTUNE_CFLAG workaround for clang compilers that precede apple-m1 cpu support.
clang workaround	 https://github.com/vabridgers/codechecker/commit/0bd7dd2365d238d037fb2f0af07f20a252d7b089	[clang-tidy][cfg] Remove an alias from the extreme profileIt seems like that `bugprone-narrowing-conversions` check is the same asthe `cppcoreguidelines-narrowing-conversions` check.Check this:https://github.com/llvm/llvm-project/blob/c63522e6ba7782c335043893ae7cbd37eca24fe5/clang-tools-extra/clang-tidy/bugprone/BugproneTidyModule.cpp#L136-L137It seems like both of these checks were included in the `extreme`profile, thus each of these reports were duplicated basically.Hereby I'm proposing to keep only one of them in the profile toworkaround this issue.According to Compiler Explorer https://godbolt.org/z/hvMnqrfEx,clang-tidy reports these issues only once, with the`[check,alias,alias...]` schema, thus it does the right thing.However, PR #3238 introduced a logic that splits these reportsinto individual reports.I'm not sure if that is the right way of dealing with check aliases, butwe definitely need something more robust than including/excluding checksfrom profiles.
clang workaround	 https://github.com/usc-isi-bass/php/commit/356ef5bd0e871d58c274110d3689870b8cb264b9	Fix CLANG/RELEASE build (this is a workaround for probable bug in CLANG)
clang workaround	 https://github.com/UPBGE/upbge/commit/88e774aa34c8ffd90c7bc7e71d3bc290d78b4f2d	Cleanup: workaround for unstable formatting in clang-formatRunning multiple times would re-indent differently.
clang workaround	 https://github.com/Unity-Technologies/com.unity.webrtc/commit/320ec08ca166fa845882b5ac1c7faf1ec119791f	fix: Fix RTCStats.Type regression on Windows (#619)* when retrying build, don't fail when directory already exist* workaround RTCStats.Type mapping issue after changing compiler from VS to Clang* fix StatsMemberGetLong cast from uint64_t to int64_t* remove unused OnAudioReceived delegate* remove extra common_audio/include/audio_util.h include
clang workaround	 https://github.com/underground-software/linux/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
clang workaround	 https://github.com/underground-software/linux/commit/4eb0a7c8e195d4549221f9df3a0313254c493949	Merge tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slabPull slab fixes from Vlastimil Babka: - Build fix (workaround) for clang. - Fix a /proc/kcore based slabinfo script broken by struct slab changes   in 5.17-rc1.* tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slab:  tools/cgroup/slabinfo: update to work with struct slab  slab: remove __alloc_size attribute from __kmalloc_track_caller
clang workaround	 https://github.com/ultimatepp/ultimatepp/commit/9d56de714c7b6e041c11a365bdd6d956aa0875db	Core: Removed bad_alloc workaround in heap.cpp for win32 clang
clang workaround	 https://github.com/twistedfall/opencv-rust/commit/f60891163c979a1bf9f0ca79c5d89f793bbb0f43	Revert Test building with clang against the OpenCV built with clangIt was actually a workaround for broken struct return handling
clang workaround	 https://github.com/tumashu/guix/commit/a8d1e6bfa22c3f7f14e37584848e08a953ea4e02	gnu: libomp: Update to 13.0.0.* gnu/packages/llvm.scm (libomp): Update to 13.0.0.[arguments]: Add workaround to #:configure-flags.[native-inputs]: Change from CLANG-9 and LLVM-9 to CLANG and LLVM.
clang workaround	 https://github.com/tsduck/tsduck/commit/1994831410e4c9e6c7d60ff3a25b7ae64bab1ebf	Workaround for clang 12.0.0 bug
clang workaround	 https://github.com/triSYCL/sycl/commit/db5f100fe4ca252d7f392659e7da5dba10331ae7	[HIP] Remove workaround in __clang_hip_runtime_wrapper.hRemove the workaround for -fopenmp in __clang_hip_runtime_wrapper.hsince it causes device functions in HIP wrapper headers disabled whencompiling HIP program with -fopenmp.Reviewed by: Aaron Enye Shi, Jon ChesterfieldDifferential Revision: https://reviews.llvm.org/D106070
clang workaround	 https://github.com/triSYCL/sycl/commit/6afd6e96ce203ca6b2840df48e939434237bf82e	[libc++] Workaround failures with modules on Clang ToT
clang workaround	 https://github.com/triSYCL/sycl/commit/5ff52be5d98a621db6de079ad09d0f94854938e8	[sanitizer] Restore __thumb__ workaroundIt was removed in D114934 and failed clang-thumbv7-full-2stage.
clang workaround	 https://github.com/trilinos/Trilinos/commit/e9b883a1588e81f990e13447097a809fbe8e0191	Stokhos:  Fix static initializationA couple of Stokhos classes have static data members that internally have RCP'sin them.  On blake with the clang compiler, these static data members werebeing initialized before some static data used internally within RCP, leadingto exceptions and failed tests.  This removes the static data to workaroundthis problem.For issue #10228.
clang workaround	 https://github.com/trezor/trezor-firmware/commit/cf3c57d0ae15e97f98a27a83c3767312cb071e59	feat(crypto): improve trezor-crypto fuzzer, add new dictionary extraction programIntroduce fuzzing harnesses for zkp* functions and adapt some differential fuzzingAdditional documentation and minor cleanupAdd temporary workaround for clang-14 and more explicit Makefile behavior
clang workaround	 https://github.com/tq-systems/linux-em/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
